pos	jugador	club 	puntos	categoria
3254	Markowickz Almao Sira, Edgardo	Nichia Gakuin	524	7
3255	Rama, Marcela	Top Minc	524	7
3256	Sorroza, Gabriela	Top Minc	524	7
3257	Guzmán Dorado, Jessica Briyitt	Nichia Gakuin	524	7
3258	Gil, Eva Mariana	Nichia Gakuin	524	7
3259	Wu, Marcos	Nichia Gakuin	524	7
3260	Wu, Luciana	Nichia Gakuin	524	7
3261	Poncio, Mariana M.	Padilla	524	7
3262	Aufiero, Santiago	Padilla	524	7
3263	Mastromarino, Diego	San Lorenzo	524	7
3264	Cardoso, Jose	Atlanta	524	7
3265	Sztrum, José	La Legión TDM	523	7
3266	Agostinelli, Marcos	Libre	523	7
3267	Tortella, Gabriel A.	Fenix	523	7
3268	Yakes Heredia, Emma	Obras Sanitarias	523	7
3269	Gonzalez Castro, Daniel	MTMs	522	7
3270	Romano, Maria Rosario	Tigre TDM	522	7
3271	Reggiardo, Carolina	TMR	522	7
3272	Zuriaga, Alejo	Peñarol	521	7
3273	Okuyama, Matias	Peretz	521	7
3274	Esposito, Sebastian	Libre	521	7
3275	Vilela, Damian	Torre Tanque TDM	521	7
3276	Yamamoto, Isao Dante	CTDM Nizetich	521	7
3277	Rolando, Juan	Libre	521	7
3278	Fernandez, Daniel E.	San Lorenzo	521	7
3279	Luna, Leonardo	CEDIMA	521	7
3280	Valanci, Leticia	Spin TDM	520	7
3281	Baez, Federico	Tigre TDM	520	7
3282	Dell'Era, Maria Laura	Club Urquiza	520	7
3283	Montaño, Carlos	Spin TDM	520	7
3284	Fiol, Jaime	Atlanta	519	7
3285	Sabater, Sebastian	Fenix	519	7
3286	Coria, Walter O.	Estacion Ping Pong	519	7
3287	Badui, Marcelo	Alvear Club	518	7
3288	Pipkin, Damian	Estacion Ping Pong	518	7
3289	Molina, Tomas	Fenix	518	7
3290	Moyano Kozak, Gaston	Nikkei TDM	518	7
3291	Salusso, Tatiana	Lourdes	518	7
3292	Schildknecht, Fernando	Padilla	517	7
3293	Yamaguchi, Patricia	Peñarol	517	7
3294	Pascual, Facundo	Padilla	517	7
3295	Brith Castellan, Santiago	Zenit	517	7
3296	Lisnovsky, Tomas	Spin TDM	517	7
3297	Graciano, Claudio	Peñarol	516	7
3298	Tula, Lucas	Peñarol	515	7
3299	Selmi, Leonardo	Club Urquiza	515	7
3300	Garcia, Pablo Alejandro	Adrogue Sith Spin	515	7
3301	Digifico, Rodrigo E.	Def. Santos Lugares	515	7
3302	Modarelli, Gonzalo	Fulgor Villa Crespo	515	7
3303	Kaladjian, Leonardo	Alvear Club	515	7
3304	Huertas Bustos, Lucia	AsociacionYabrudense	514	7
3305	Blanco, Daniel	Club Urquiza	513	7
3306	Negreti, Héctor	U.V.V.A.	513	7
3307	Onofri, Gustavo A	CAVA	513	7
3308	Palma, Mailen	Nikkei TDM	513	7
3309	Tejero, Walter A	U.V.V.A.	513	7
3310	Nesis, Manuel	Atlanta	513	7
3311	Iglesias, Juan Jose	CTDM Nizetich	513	7
3312	Traverso, Lautaro	CASA de Padua	513	7
3313	Gomez Pizzio, David	Libertad	513	7
3314	Baranchuk, Martin	Sociedad Hebraica	513	7
3315	Guillemete, Santiago	Libre	512	7
3316	Marini, Eduardo	Ferrocarril Oeste	512	7
3317	Vargas, Bruno	Libre	512	7
3318	Burlone, Patricio	Libre	512	7
3319	Rugel, Jose Antonio	River Plate	512	7
3320	Osquiguil, Lucas	La Legión TDM	512	7
3321	Koch, Santiago	U.V.V.A.	512	7
3322	Vallejos, Nicolas	Top Minc	512	7
3323	Boero, Leonardo	Libre	512	7
3324	Bordenave, Carlos	Nikkei TDM	511	7
3325	Perez, Miguel	Libre	510	7
3326	Miranda, Milagros	La Huella	510	7
3327	Violante Gimenez, Franco	Ferrocarril Oeste	510	7
3328	Marti, Bautista	Gimnasty	510	7
3329	Ricchezza, Sergio	Peñarol	510	7
3330	Taago Maehira, Tobias N.	Nichia Gakuin	510	7
3331	Galuzzi, Franco A	Ferrocarril Oeste	509	7
3332	Carrizo, Rafael J.	Circulo Campano	509	7
3333	De la Mota, Leandro	Ferrocarril Oeste	509	7
3334	Palermo, Nicolas	Instituto Cia. Maria	509	7
3335	Ricchezza, Brian	Peñarol	508	7
3336	Mendoza, Franco	GTM	508	7
3337	Cuzzolino, Luciano	Peñarol	508	7
3338	Garcia, Ezequiel	Torre Tanque TDM	508	7
3339	Bidegain, Rafael	Libre	507	7
3340	Perez, Hernan J.	U.V.V.A.	507	7
3341	Rodriguez, Santiago	Tigre TDM	507	7
3342	Kyung, Marcos A.	Ateneo de Versailles	507	7
3343	Acuña, Nicolas	Peretz	506	7
3344	Bellande, Monserrat	Nichia Gakuin	506	7
3345	Borrell, Joaquin	CASA de Padua	506	7
3346	Carrillo, Gerardo	U.V.V.A.	505	7
3347	Roccatagliata, Lautaro	CEDIMA	505	7
3348	Aranguren, Miguel	Spin TDM	505	7
3349	Capurro, Juan	Libre	504	7
3350	Burman, Ariel	La Legión TDM	504	7
3351	Unterkircher, Alexandre	La Legión TDM	504	7
3352	Mendez, Nelson	CEDIMA	504	7
3353	Blaustein, Sebastian	Sociedad Hebraica	504	7
3354	Lopez, Santiago	U.V.V.A.	504	7
3355	Pasculli, Sergio N.	Torre Tanque TDM	504	7
3356	Raldolky, Rosa K.	Atlanta	502	7
3357	Morales, Agustin	Fenix	502	7
3358	Valentini, Valentino	Circulo Campano	502	7
3359	Pegolo, Aylen	Libre	501	7
3360	Saporiti, Augusto J.	Club Urquiza	501	7
3361	Anriquez, David	TMR	501	7
3362	Lizzi, Ezequiel	U.V.V.A.	501	7
3363	Millan, Ruben	Atlanta	501	7
3364	Juarez, Maximiliano	Nichia Gakuin	501	7
3365	Ramirez, Edgardo	Libertad	500	7
3366	Zetune, Leonel	Macabi	500	7
3367	Diz, Jorge Alejandro	Libre	500	7
3368	Enriquez, Ricardo	Libre	500	7
3369	Luna, Diego	Libre	500	7
3370	Turnes, Guillermo	Libre	500	7
3371	Reyes, Gabriel	Libre	500	7
3372	Ramirez, Pablo	Libre	500	7
3373	Kopuchian, Carolina	Libre	500	7
3374	Ustariz, Gustavo	Alvear Club	500	7
3375	Galante, Javier	Ateneo de Versailles	500	7
3376	Estigarribia, Víctor	Ateneo de Versailles	500	7
3377	Bertodato, Pablo Adrián	Ateneo de Versailles	500	7
3378	Yoshida, Leslie	Atlanta	500	7
3379	Gomel, Liora	Atlanta	500	7
3380	Kuitca, Rony Ezequiel	Atlanta	500	7
3381	Reisenman, Marcos Daniel	Atlanta	500	7
3382	Reisenman, Brenda Cindy	Atlanta	500	7
3383	Raichijk, Daniel Lázaro	Atlanta	500	7
3384	Daicz, Laura	Atlanta	500	7
3385	Horrisberger, Oscar	Atlanta	500	7
3386	Carro, Juan Carlos	Atlanta	500	7
3387	Sacramento, Roberto Luis	Atlanta	500	7
3388	Ledesma, Julián	Yupanqui	500	7
3389	Martino, Mateo	La Legión TDM	500	7
3390	Birembaum, Simon	Nikkei TDM	500	7
3391	Birembaum, Felipe	Nikkei TDM	500	7
3392	Ponce, Guillermo	Nikkei TDM	500	7
3393	Rojas, Hugo	U.V.V.A.	500	7
3394	Ruggieri, Juan	Nikkei TDM	500	7
3395	Arilla, Guido	Nikkei TDM	500	7
3396	Socolovsky, Alexis	La Legión TDM	500	7
3397	Sierra, Matias Juan	Ateneo de Versailles	500	7
3398	Cerdeira, Hernan	Ateneo de Versailles	500	7
3399	Trufelman, Walter Javier	Ateneo de Versailles	500	7
3400	Bonarrigo, Marcelo Leandro	Ateneo de Versailles	500	7
3401	Portesani, Raul Marcos	Ateneo de Versailles	500	7
3402	Karelitz, Ivan	Ateneo de Versailles	500	7
3403	Slucki, Alejo Daniel	Atlanta	500	7
3404	Lopez Molina, Diego Enrique	Atlanta	500	7
3405	Gonzalez, Flavio Patricio	Atlanta	500	7
3406	Mastroleo, Ignacio	Atlanta	500	7
3407	Faivovich, Julian	Atlanta	500	7
3408	Toscano, Mario Miguel	Atlanta	500	7
3409	Steiman, Heriberto Benjamin	Atlanta	500	7
3410	Dayan, Lucas	Atlanta	500	7
3411	Gameroff, Santiago	Atlanta	500	7
3412	Fefer, Sergio Alejandro	Atlanta	500	7
3413	Sesia, Omar Armando	Atlanta	500	7
3414	Merkier, Ioel	Atlanta	500	7
3415	Constenla, Juan Carlos	Ateneo de Versailles	500	7
3416	Campilongo, Nicolas	Yupanqui	500	7
3417	Merlo, Gaston	La Legión TDM	500	7
3418	Lusin, Emiliano	La Legión TDM	500	7
3419	Aisenberg, Hernan	San Lorenzo	500	7
3420	Salcedo, Elvis	La Legión TDM	500	7
3421	Fernandez Costen, Javier	La Legión TDM	500	7
3422	Papadopulos, Kevin F	Ateneo de Versailles	500	7
3423	Belter, Jose Luis	Ateneo de Versailles	500	7
3424	Calabrese, Damian	Atlanta	500	7
3425	Zolldan, Pablo	CAVA	500	7
3426	Lucci, Pablo G.	CAVA	500	7
3427	Peñate, Geronimo	Tigre TDM	500	7
3428	Gonzalez, Facundo	Tigre TDM	500	7
3429	Ledesma, Nicolas	Tigre TDM	500	7
3430	Montes, Uriel	Tigre TDM	500	7
3431	Vignolo, Lucio	Tigre TDM	500	7
3432	Martinez, Alejandro	Tigre TDM	500	7
3433	Guardia, Juan	CEDIMA	500	7
3434	Lucero, Leonel	CASA de Padua	500	7
3435	Vega Castro, Jhonny	CASA de Padua	500	7
3436	Mellado, Ricardo	Oeste TDM	500	7
3437	Peyrano, Ezequiel	Oeste TDM	500	7
3438	Benitez, Brian	Oeste TDM	500	7
3439	Diaz, Cristian	Oeste TDM	500	7
3440	Lamm, Esteban	Instituto Cia. Maria	500	7
3441	Lombardo, Mario	Libertad	500	7
3442	Ding, Kevin	Obras Sanitarias	500	7
3443	Ganbotti, Leonardo	Nikkei TDM	500	7
3444	Fisher, Brian	GTM	500	7
3445	Spadoni, Federico	GTM	500	7
3446	Avendaño, Guillermo	Ateneo de Versailles	500	7
3447	Ruiz, Aquiles N	Gimnasty	500	7
3448	Fadel, Marcos	GTM	500	7
3449	Latini, Carlos	Libre	500	7
3450	Moreno, Simon	Nichia Gakuin	500	7
3451	Hikari Biorci, Sebastian	Nichia Gakuin	500	7
3452	Murdocca, Nicolas A	CAVA	500	7
3453	Rodriguez, Carlos L	Lourdes	500	7
3454	Goldberg, Facundo	Macabi	500	7
3455	Avendaño, Alexis U	Ateneo de Versailles	500	7
3456	Almanza, Jorge H	Ateneo de Versailles	500	7
3457	Vazquez, Florencia A.	La Huella	500	7
3458	Bolaño, Franco	La Huella	500	7
3459	Rodriguez, Nicolas	La Huella	500	7
3460	Fontenla, Andres E	Ateneo de Versailles	500	7
3461	Colman, Miguel Alberto	Padilla	500	7
3462	Esmerian, Ezequiel	Padilla	500	7
3463	Monte, Sebastian A	Rioja	500	7
3464	Suau, Miguel	Oeste TDM	500	7
3465	Jara, Alexis	Oeste TDM	500	7
3466	Silva, Facundo	Libre	500	7
3467	Lerner, Ariel	Macabi	500	7
3468	Levin, Valeria	Macabi	500	7
3469	Dellisola, Lautaro	Zenit	500	7
3470	Hernandez, Alexis	Peretz	500	7
3471	Yañez, Nahuel	Libre	500	7
3472	Elsztain, Alejandro	Libre	500	7
3473	Rubin, Fernando S	Libre	500	7
3474	Czarny, Natalio	Libre	500	7
3475	Kusneras, Silvina	Libre	500	7
3476	Rogovsky, Liliana	Sociedad Hebraica	500	7
3477	Gyukits, Ignacio	Peñarol	500	7
3478	Cabaña, Lucas	Libre	500	7
3479	Jamilis, Netanel	Libre	500	7
3480	Taddeo, Pablo	Libre	500	7
3481	Palomeque, Mario	La Legión TDM	500	7
3482	Acosta, Marcelo	Oeste TDM	500	7
3483	Idiarte, Mirta N.	La Legión TDM	500	7
3484	Cruz, Roberto	Zenit	500	7
3485	Depino, Omar	Zenit	500	7
3486	Halblaub, Braian	Zenit	500	7
3487	Ruiz, Sergio	Zenit	500	7
3488	Ghiazza, Andres	La Legión TDM	500	7
3489	Paredes, Joaquin E.	San Lorenzo	500	7
3490	Jakiszczyk, Adrian R.	Rioja	500	7
3491	Agote Robertson, Ignacio	Tigre TDM	500	7
3492	Saire, Daniel R.	Atlanta	500	7
3493	Lucuix, Joaquin	Atlanta	500	7
3494	Wildau, Erika A.	Atlanta	500	7
3495	Mollo, Martiniano	Atlanta	500	7
3496	Catalano, Luciano F.	Atlanta	500	7
3497	Artus, Andrea N.	Atlanta	500	7
3498	Teicher, Ariel	Atlanta	500	7
3499	Vega Tabachnik, Caetano	Atlanta	500	7
3500	Seoane, Juan Carlos	Ateneo de Versailles	500	7
3501	Gasparini, Miguel Angel	Ateneo de Versailles	500	7
3502	Jamani, Moises D.	Ateneo de Versailles	500	7
3503	Spighich, Agustin T.	Ateneo de Versailles	500	7
3504	Guerreiro, Lucas G.	Ateneo de Versailles	500	7
3505	Matarrese, Franco	Ateneo de Versailles	500	7
3506	Lima, Sergio	Cedem nº 2	500	7
3507	Basma, Candela	CEDIMA	500	7
3508	Feser, Franco N.	Padilla	500	7
3509	Takata, Boris Hiroya	Alvear Club	500	7
3510	Lujan Gazia, Agustin	Instituto Cia. Maria	500	7
3511	Cayetá, Daniela	La Huella	500	7
3512	Echandi, Iara	La Huella	500	7
3513	Lepez, Martina	La Huella	500	7
3514	Rueda, Julieta	La Huella	500	7
3515	Serrano, Abril	La Huella	500	7
3516	Diaz, Abril	La Huella	500	7
3517	Parodi, Damian	La Huella	500	7
3518	Jimenez, Priscila	La Huella	500	7
3519	Santa Cruz, Lujan	La Huella	500	7
3520	Nakagama, Aline Yukie	CTDM Nizetich	500	7
3521	Celaya Llamosas, Camilo	Villa Sahores	500	7
3522	Rust, Fabrizio	Villa Sahores	500	7
3523	Ibarra, Brenda	Villa Sahores	500	7
3524	Wu, Olimpio	Nichia Gakuin	500	7
3525	Ophir, Amitai A.	Atlanta	500	7
3526	Joab, Ernesto	U.V.V.A.	500	7
3527	Benenati, Lucas	Zenit	500	7
3528	De Sancho, Diego	Zenit	500	7
3529	Amarilla, Norberto J.	Libre	500	7
3530	Fraga, Valentino B.	Top Minc	500	7
3531	Basso, Santiago	Gimnasty	500	7
3532	D'Annunzio, Valentino	CTDM Nizetich	500	7
3533	D'Annunzio, Alejo	CTDM Nizetich	500	7
3534	Acuña, Hugo A.	Social Club TDM	500	7
3535	Equiza, Myriam	Def. Santos Lugares	500	7
3536	Castiglioni, Ariel	Ateneo de Versailles	500	7
3537	Zelazny, Federico	Ateneo de Versailles	500	7
3538	Banegaz ,Thiago	Ateneo de Versailles	500	7
3539	Telao Guerreros, Lucas	Ateneo de Versailles	500	7
3540	Sancha, Alejandro	Ateneo de Versailles	500	7
3541	Weckesser, Diego	Ateneo de Versailles	500	7
3542	Argüelles, Álvaro Ricard	Atlanta	500	7
3543	Hochman, Gustavo	Atlanta	500	7
3544	Suarez Battan, Juan	Atlanta	500	7
3545	Mon, Gonzalo	Fenix	500	7
3546	Heuchert, Iván	Fenix	500	7
3547	Mansilla, Gaston	GTM	500	7
3548	Dalessandro, Franco	GTM	500	7
3549	Larraburu, Sebastián	Intendente Agüero	500	7
3550	Parodi, Leonardo	La Huella	500	7
3551	Fernandez Bueno, Emilio	Libre	500	7
3552	Djemdjemian, Ariel	Peñarol	500	7
3553	Grillo, Alejandro	Peñarol	500	7
3554	Varela, Mariano	Peñarol	500	7
3555	Boraso, Juan Pablo	Tigre TDM	500	7
3556	Bortoni, Melanie	Tigre TDM	500	7
3557	Andrada, Patricia Beat	Tigre TDM	500	7
3558	Fafian, Santino	TMR	500	7
3559	Loiseau, Marcelo	TMR	500	7
3560	Gonzalez, Daniel	Oeste TDM	500	7
3561	Waldhuter, Gabriel	Estacion Ping Pong	500	7
3562	Davidovich, Hernan	Sociedad Hebraica	500	7
3563	Lochbaum, Federico	UNQ Tenis de Mesa	500	7
3564	Riveros, Sabrina	UNQ Tenis de Mesa	500	7
3565	Martinez, Julieta	UNQ Tenis de Mesa	500	7
3566	Lamdam Ordas, Humberto	UNQ Tenis de Mesa	500	7
3567	Corra Nassar, Shadia	UNQ Tenis de Mesa	500	7
3568	Veron, Gonzalo	Def. Santos Lugares	500	7
3569	Heinze, Tomas	Def. Santos Lugares	500	7
3570	Machado Pacheco, Carla	Def. Santos Lugares	500	7
3571	Bonini, Roman	CASA de Padua	500	7
3572	Suarez Sosa, Diego	La Legión TDM	500	7
3573	Perez, Mario A.	Lourdes	500	7
3574	Palavecino, Ximena	Padilla	500	7
3575	Teijeiro, Christian	CASA de Padua	500	7
3576	Lerer Squarzon, Juan Ignacio	Torre Tanque TDM	500	7
3577	Cagnones, Leonel	Social Club TDM	500	7
3578	Pratone, Enzo	CASA de Padua	500	7
3579	Harari Nahen, Betina	Sociedad Hebraica	500	7
3580	Perlov, Mauricio	Sociedad Hebraica	500	7
3581	Gallegos, Pablo	Social Club TDM	500	7
3582	Mombru, Juan Pablo	Def. Santos Lugares	500	7
3583	Capone Walfisch, Thiago	Estacion Ping Pong	500	7
3584	Gordon Stern, Mariela	Social Club TDM	500	7
3585	Correa, Franco	Libre	500	7
3586	Chanquia, Patricio	Padilla	500	7
3587	Silva Formento, Lautaro	Estacion Ping Pong	500	7
3588	Silva Formento, Franco	Estacion Ping Pong	500	7
3589	Kalomiris, Lucas	Libre	500	7
3590	Antunez, Franco	CASA de Padua	500	7
3591	Siverino, Fernando	Club Urquiza	500	7
3592	Buitron, Damian	CASA de Padua	500	7
3593	Higa, Diego	AsociacionYabrudense	500	7
3594	Galarza, Ayelen B.	Libre	500	7
3595	Burgaña, Juan Marcos	Libre	500	7
3596	Caputto, Gerardo O.	Libre	500	7
3597	Pauletic, Gustavo D.	Libre	500	7
3598	Brondolo, Pablo	San Lorenzo	500	7
3599	Lagoria, Carlos	AsociacionYabrudense	500	7
3600	Vinueza Lozada, Juan Jose	Atlanta	500	7
3601	Veliz, Jeremias N.	Atlanta	500	7
3602	Campodonico, Diego C.	Atlanta	500	7
3603	Nacul, Nestor	Atlanta	500	7
3604	Martinez, Diego	Jorge Newbery TDM	500	7
3605	Bustamante, Carlos	Jorge Newbery TDM	500	7
3606	Zugman, Matias	Sociedad Hebraica	500	7
3607	Zugman, Adrian	Sociedad Hebraica	500	7
3608	Curatelli, Ariel	Inst.Atlet. Cultural	500	7
3609	Bach Laguzzi, Ester Rosa	Bar Ping Pong NTE	500	7
3610	Rodriguez, Felipe	Libertad	500	7
3611	Di Giovanni, Hernan	Bersie TDM	500	7
3612	Mansilla, Jesus	CASA de Padua	500	7
3613	Solano, Lautaro	CASA de Padua	500	7
3614	Clementin, Cesar	CASA de Padua	500	7
3615	Perez, Carlos E.	Nikkei TDM	500	7
3616	Teijeiro Bourse, Christian	CASA de Padua	500	7
3617	Campos, Jose Maria	Estacion Ping Pong	500	7
3618	Bugliot, Iñaqui	Inst.Atlet. Cultural	500	7
3619	Rodriguez, Ivan	La Legión TDM	500	7
3620	Oviedo, Hector	Adrogue Sith Spin	500	7
3621	Nuñez, Valentino	Libre	500	7
3622	Abrigo, Rodrigo	Torre Tanque TDM	500	7
3623	Joseph, Roberto	Libre	500	7
3624	Baldiviezo, Lisandro	Libre	500	7
3625	Dellanna, Facundo	Peñarol	500	7
3626	Rodriguez, Leandro	Peñarol	500	7
3627	Ordoñez Mejias, Juan Enrique	Ateneo de Versailles	500	7
3628	Barrientos Santacruz, Nelson	Ateneo de Versailles	500	7
3629	Occhi, Franco	Bersie TDM	500	7
3630	Ter Meulen, Alejandro	Bersie TDM	500	7
3631	Lopez Lange, Santiago	U.V.V.A.	500	7
3632	Cayeta, Daniela	La Huella	500	7
3633	Majul, Daniel	Jorge Newbery TDM	500	7
3634	Perez, Diego	Jorge Newbery TDM	500	7
3635	Mastroberardino, Eduardo	CEDIMA	500	7
3636	Mola, Mariano	Tigre TDM	500	7
3637	Perazoli, Stefano	Ateneo de Versailles	500	7
3638	Panero, Nicolas	Def. Santos Lugares	500	7
3639	Santillan, Mariano	Ferrocarril Oeste	500	7
3640	Muñoz, Marcos A	Ferrocarril Oeste	500	7
3641	Parodi, Gustavo	TMR	499	7
3642	Hormeche, Adriana	Nichia Gakuin	499	7
3643	Cohen, Ariel	Libre	499	7
3644	Miñones, Ramiro	Fenix	499	7
3645	Pages, Santiago	Libre	499	7
3646	Roth, Bruno	Sociedad Hebraica	499	7
3647	Duduletz, Roy	U.V.V.A.	499	7
3648	Galarce, Lucas	Def. Santos Lugares	498	7
3649	Lenhart, Jorge R	Rioja	498	7
3650	Maciel, Mariano	Oeste TDM	498	7
3651	Arakaki, Ezequiel	Peñarol	498	7
3652	Dolcet, Luciano D	Lourdes	498	7
3653	Garbini Camiña, Franco	Libertad	498	7
3654	Fortunato, Ivan	Jorge Newbery TDM	498	7
3655	Jarkowski, Ivan	Atlanta	497	7
3656	Lerer, Mariano	Torre Tanque TDM	497	7
3657	Soldi, Daniel M.	Gimnasty	497	7
3658	Dominguez, Elias	GTM	497	7
3659	Depirro, Nahuel	Jorge Newbery TDM	497	7
3660	Perello, Mauricio	San Lorenzo	497	7
3661	Szwarc, Uriel	Ferrocarril Oeste	497	7
3662	Taborda, Matías	Libre	496	7
3663	Lezcano, RIcardo J	Ateneo de Versailles	496	7
3664	Diaz, Armando	La Legión TDM	496	7
3665	Ross, Carlos	Oeste TDM	496	7
3666	Agrelo Brito, Luis E.	Atlanta	496	7
3667	Papuccio, Gabriel	Banco Nacion	496	7
3668	Gamarra, Mario	Jorge Newbery TDM	496	7
3669	Perez Villalba, Benjamin	La Legión TDM	496	7
3670	Poupat, Jose	San Lorenzo	495	7
3671	Roman, Gonzalo	Libre	495	7
3672	Israelit, Diego	Sociedad Hebraica	495	7
3673	Feldman, Damian	Macabi	495	7
3674	Marana, Mauricio	CASA de Padua	495	7
3675	Fernandez, Joaquin A.	Estacion Ping Pong	495	7
3676	Garcia, Rodrigo	Nikkei TDM	494	7
3677	Orrego, Dylan	Rioja	494	7
3678	Korniansky, Shai	Libre	494	7
3679	De Bonis, Hernan	U.V.V.A.	494	7
3680	Espinosa Chila, Favio	La Legión TDM	494	7
3681	Sanchez, Gustavo F.	Libre	494	7
3682	Ramirez, Cristino A.	Atlanta	494	7
3683	Berardi, Leon	Instituto Cia. Maria	494	7
3684	Arakaki, Joaquin	Boca Juniors	494	7
3685	Aleman, Yoel	Jorge Newbery TDM	494	7
3686	Martinez, Santiago	Peñarol	494	7
3687	Ros, Luciana	Nikkei TDM	493	7
3688	Giovini, Juan	Tigre TDM	492	7
3689	Lindenboim Manera, Valentina	Macabi	492	7
3690	Botros, Emanuel	Adrogue Sith Spin	492	7
3691	Curak, Gaston	Atlanta	492	7
3692	Taborda, Luciano G.	La Patriada	492	7
3693	Buitron, Agustin	CASA de Padua	492	7
3694	Guerra, Claudio G.	San Lorenzo	492	7
3695	Mora, Martin E.	Lourdes	492	7
3696	Santucho, Alexis	Club Italiano JCPaz	492	7
3697	Meisegeier, Damian	Ateneo de Versailles	491	7
3698	Aidelman, Simon	Atlanta	491	7
3699	Bernardou Fellay, Sergio	Ateneo de Versailles	491	7
3700	Quiroga, Edgardo Mariano	Estacion Ping Pong	491	7
3701	Di Girolamo Lenze, Antonia	Nikkei TDM	491	7
3702	Varela, Maximiliano	Jorge Newbery TDM	491	7
3703	Cabrera, Armando E.	La Legión TDM	491	7
3704	Villarruel, Santiago	Alvear Club	490	7
3705	Castiglioni, Tomas	Ateneo de Versailles	490	7
3706	Neman, Veronica	AsociacionYabrudense	490	7
3707	Jantus Petruzzo, Michelle Alex	La Legión TDM	490	7
3708	Morales, Ricardo	Libre	490	7
3709	Del Rio, Sebastian	Circulo Campano	490	7
3710	Romio, Gustavo	Instituto Cia. Maria	490	7
3711	Rojo, Diego G	Padilla	489	7
3712	Tavil, Cecilia	Banco Nacion	489	7
3713	Fernandez, Walter A.	Estacion Ping Pong	489	7
3714	Molina, Tomas	Bar Ping Pong NTE	489	7
3715	Cisterna, Pedro	Libre	488	7
3716	Parodi, Cynthia	La Huella	488	7
3717	Lacoa, Esteban	Zenit	488	7
3718	Paiz Belforte, Facundo	Top Minc	488	7
3719	Traverso, Adrian	CASA de Padua	488	7
3720	Israelit, Manuel	Sociedad Hebraica	488	7
3721	Soto, Martina	Gimnasty	488	7
3722	Kina, Hernan	Bar Ping Pong NTE	488	7
3723	Marquis, Julian	Libre	487	7
3724	Castillo, Sebastian	Tigre TDM	487	7
3725	Alvarez, Javier	La Legión TDM	487	7
3726	Fraga Irureta, Alejandro	U.V.V.A.	487	7
3727	Nizetich Tripodi, Gael	CTDM Nizetich	487	7
3728	Garaventa, Lautaro	La Huella	487	7
3729	Mera, Augusto	Fenix	487	7
3730	Lopez Castaño, Joaquin	Top Minc	486	7
3731	Gallardo, Elias	Libre	486	7
3732	Montenegro, Elian	TMR	486	7
3733	Rodriguez, Gaspar	Alvear Club	486	7
3734	Lopez, Elian	CASA de Padua	486	7
3735	Ricciardi, Hernan M.	Jorge Newbery TDM	486	7
3736	Maio Albino, Carlos	Jorge Newbery TDM	486	7
3737	Miño, Arami	Tigre TDM	486	7
3738	Caprio, Bruno	U.V.V.A.	485	7
3739	Buchbinder, Carlos D.	Spin TDM	485	7
3740	Modrow, Gian Luka	Nichia Gakuin	485	7
3741	Lopez Lange, Lautaro	U.V.V.A.	485	7
3742	Deibe, Martin	CEDIMA	484	7
3743	Gonzalez, Gustavo A.	Club Urquiza	484	7
3744	Hilarion, Rodrigo	La Legión TDM	484	7
3745	Husson, Sofia	CEDIMA	483	7
3746	Molteni, Santiago	Nikkei TDM	483	7
3747	Vargas, Joel	Libre	482	7
3748	Zugman, Nicolas	Sociedad Hebraica	482	7
3749	De la Cruz, Leandro	Intendente Agüero	481	7
3750	Montes Mazza, Lucas	Nichia Gakuin	481	7
3751	Piedra, Matias	Villa Sahores	481	7
3752	Lopez, Sergio	Zenit	481	7
3753	Coronio, Sergio S.	Adrogue Sith Spin	481	7
3754	Skubaletzky, Lautaro	Spin TDM	481	7
3755	Boron, Andres	Spin TDM	481	7
3756	Deibe Medina, Sheila	CEDIMA	480	7
3757	Aguilera, Dario Vicente	Padilla	480	7
3758	Roldan, Nestor O.	Adrogue Sith Spin	480	7
3759	Majul, Fabio D.	Jorge Newbery TDM	480	7
3760	Mayorine, Kiara	La Huella	480	7
3761	Rubin Minetti, Dante	Ateneo de Versailles	480	7
3762	Parodi, Nicole	La Huella	479	7
3763	Silva, Morena	La Legión TDM	479	7
3764	Duren, Tobias	Banco Nacion	479	7
3765	Zak, Federico	Atlanta	479	7
3766	Malondra, Pablo	Libertad	478	7
3767	Segura, Lucas	Libre	478	7
3768	Jimenez, Nicolas M.	Jorge Newbery TDM	478	7
3769	Ugas Marin, Adrian J.	Club Urquiza	478	7
3770	Cortez, Facundo	CASA de Padua	477	7
3771	Luqui, Jorge L	Libre	477	7
3772	Bau, Franco Nahuel	Estacion Ping Pong	477	7
3773	Grande, Alejandro G	Ateneo de Versailles	477	7
3774	Perez Mazzarello, Malena	Nichia Gakuin	477	7
3775	Lopez, Juan Manuel (f)	Libre	476	7
3776	Centurion, Hugo Oscar	Cedem nº 2	476	7
3777	Cobe, Nuri	Def. Santos Lugares	476	7
3778	Asimacopulo, Matias	Cedem nº 2	476	7
3779	Mendez, Juan Manuel	Def. Santos Lugares	476	7
3780	Alderete, Lautaro	Libre	476	7
3781	Aguilar, Angel F	Libre	476	7
3782	Aguilar Rodriguez, Santiago	Libre	476	7
3783	Lopez, Horacio	Libre	476	7
3784	Recalde, Maria Fernanda	Libre	476	7
3785	Rosa, Julian	Libre	476	7
3786	Russo, Nahuel	Libre	476	7
3787	Esses, Iara	Macabi	476	7
3788	Mayoral, Juan Manuel	Adrogue Sith Spin	476	7
